variable_name,dataset,description,data_type,units,value_encoding,n_codes,dbgap_variable_id,dbgap_study
agecat5c,MESA_AirNRExam5Main,AGE CATEGORIES EXAM 5,NUMERIC,,1=45 - 54|2=55 - 64|3=65 - 74|4=75 - 84|5=85 or older,5,phv00174589.v1,phs000209.v13
allrgy5,MESA_AirNRExam5Main,"SEASONAL ALLERGY, PAST TWO WEEKS",NUMERIC,,0=NO|1=YES|9=DO NOT KNOW / UNKNOWN,3,phv00175283.v1,phs000209.v13
alpha5c,MESA_AirNRExam5Main,ALPHA-BLOCKERS WITHOUT DIURETICS,NUMERIC,,0=NO|1=YES,2,phv00175333.v1,phs000209.v13
alphad5c,MESA_AirNRExam5Main,ALPHA-BLOCKERS WITH DIURETICS,NUMERIC,,0=NO|1=YES,2,phv00175334.v1,phs000209.v13
alzh5c,MESA_AirNRExam5Main,ACETYLCHOLINE ESTERASE INHIBITORS FOR ALZHEIMERS,NUMERIC,,0=NO|1=YES,2,phv00175335.v1,phs000209.v13
amlod5c,MESA_AirNRExam5Main,AMLODIPINE,NUMERIC,,0=NO|1=YES,2,phv00175336.v1,phs000209.v13
anar1a5c,MESA_AirNRExam5Main,"ANTI-ARRHYTHMICS, CLASS 1A",NUMERIC,,0=NO|1=YES,2,phv00175337.v1,phs000209.v13
anar1b5c,MESA_AirNRExam5Main,"ANTI-ARRHYTHMICS, CLASS 1B",NUMERIC,,0=NO|1=YES,2,phv00175338.v1,phs000209.v13
anar1c5c,MESA_AirNRExam5Main,"ANTI-ARRHYTHMICS, CLASS 1C",NUMERIC,,0=NO|1=YES,2,phv00175339.v1,phs000209.v13
anar35c,MESA_AirNRExam5Main,"ANTI-ARRHYTHMICS, CLASS 3",NUMERIC,,0=NO|1=YES,2,phv00175340.v1,phs000209.v13
angct5,MESA_AirNRExam5Main,ANGIOPLASTY AT ANY TIME IN THE PAST?,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00174749.v1,phs000209.v13
anim605,MESA_AirNRExam5Main,Q14) 60 SECONDS: WHAT ANIMALS HAVE 4 LEGS? (TOTAL),NUMERIC,,,,phv00174688.v1,phs000209.v13
animnum5,MESA_AirNRExam5Main,Q14) 30 SECONDS: WHAT ANIMALS HAVE 4 LEGS? (TOTAL),NUMERIC,,,,phv00174687.v1,phs000209.v13
anthtxt5,MESA_AirNRExam5Main,"SPECIFY COMMENTS, ANTHRO PROTOCOL MODIFICATION",STRING,,,,phv00174641.v1,phs000209.v13
apsy5c,MESA_AirNRExam5Main,ANTI-PSYCHOTIC MEDICATIONS,NUMERIC,,0=NO|1=YES,2,phv00175341.v1,phs000209.v13
armans5,MESA_AirNRExam5Main,Q15A) AN ARM AND A LEG ARE BOTH... ? (SPECIFY),STRING,,,,phv00174690.v1,phs000209.v13
armcm5,MESA_AirNRExam5Main,ARM CIRCUMFERENCE (cm),NUMERIC,cm,,,phv00175585.v1,phs000209.v13
armleg5,MESA_AirNRExam5Main,Q15A) AN ARM AND A LEG ARE BOTH... ?,NUMERIC,,"0=LONG, BEND, MUSCLES, BONES, ETC|1=INCORRECT/DON'T KNOW|2=NOT ATTEMPTED/DISABLED|9=BODY PARTS, LIMBS, EXTREMITIES",4,phv00174689.v1,phs000209.v13
arth2wk5,MESA_AirNRExam5Main,"ARTHRITIS FLARE-UP, PAST TWO WEEKS",NUMERIC,,0=NO|1=YES|9=DO NOT KNOW / UNKNOWN,3,phv00175290.v1,phs000209.v13
asa5c,MESA_AirNRExam5Main,ASPIRIN FROM 280804 (ANTI-INFLAM AGENTS),NUMERIC,,0=NO|1=YES,2,phv00175342.v1,phs000209.v13
asgood5,MESA_AirNRExam5Main,FELT JUST AS GOOD AS OTHER PEOPLE,NUMERIC,,1=RARELY OR NONE OF THE TIME|2=SOME OR LITTLE OF THE TIME|3=MODERATE AMOUNT OF TIME|4=MOST OF THE TIME,4,phv00175210.v1,phs000209.v13
aspdays5,MESA_AirNRExam5Main,DAYS PER WEEK TAKING ASPIRIN,NUMERIC,,,,phv00175272.v1,phs000209.v13
aspirin5,MESA_AirNRExam5Main,TAKING ASPIRIN ON REGULAR BASIS,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW / UNKNOWN,3,phv00175271.v1,phs000209.v13
asthma5,MESA_AirNRExam5Main,ASTHMA: SELF-REPORT,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW / UNKNOWN,3,phv00175295.v1,phs000209.v13
atrialrt5,MESA_AirNRExam5Main,"HEART RATE, ATRIAL",NUMERIC,,,,phv00174882.v1,phs000209.v13
avcday5,MESA_AirNRExam5Main,CIGARETTES SMOKED PER DAY,NUMERIC,,,,phv00175429.v1,phs000209.v13
avcinh5,MESA_AirNRExam5Main,INHALED CIGARETTE SMOKE,NUMERIC,,0=NOT AT ALL|1=SLIGHTLY|2=MODERATELY|3=DEEPLY,4,phv00175430.v1,phs000209.v13
avcmin5,MESA_AirNRExam5Main,TIME FROM WAKING UP TO SMOKING FIRST MORNING CIGARETTE,NUMERIC,,,,phv00175431.v1,phs000209.v13
avgdias5,MESA_AirNRExam5Main,FORM: DIAS BLOOD PRESSURE: AVERAGE,NUMERIC,,,,phv00175763.v1,phs000209.v13
avgrate5,MESA_AirNRExam5Main,FORM: HEART RATE: AVERAGE,NUMERIC,,,,phv00175764.v1,phs000209.v13
avgsys5,MESA_AirNRExam5Main,FORM: SYS BLOOD PRESSURE: AVERAGE,NUMERIC,,,,phv00175762.v1,phs000209.v13
badslp5,MESA_AirNRExam5Main,SLEEP WAS RESTLESS,NUMERIC,,1=RARELY OR NONE OF THE TIME|2=SOME OR LITTLE OF THE TIME|3=MODERATE AMOUNT OF TIME|4=MOST OF THE TIME,4,phv00175217.v1,phs000209.v13
basq5c,MESA_AirNRExam5Main,BILE-ACID SEQUESTRANTS,NUMERIC,,0=NO|1=YES,2,phv00175343.v1,phs000209.v13
bcsftkg5,MESA_AirNRExam5Main,BODY COMPOSITION SCALE: TOTAL BODY FAT (kg),NUMERIC,kg,,,phv00174638.v1,phs000209.v13
bcsmskg5,MESA_AirNRExam5Main,BODY COMPOSITION SCALE: FAT FREE MASS (kg),NUMERIC,kg,,,phv00174639.v1,phs000209.v13
bcswalt5,MESA_AirNRExam5Main,BODY COMPOSITION SCALE: TOTAL BODY WATER (liters),NUMERIC,liters,,,phv00174640.v1,phs000209.v13
bcswtkg5,MESA_AirNRExam5Main,BODY COMPOSITION SCALE: CURRENT BODY WEIGHT (kg),NUMERIC,kg,,,phv00174637.v1,phs000209.v13
beerwk5,MESA_AirNRExam5Main,BEERS PER WEEK,NUMERIC,,,,phv00175426.v1,phs000209.v13
benzod5c,MESA_AirNRExam5Main,BENZODIAZEPINES,NUMERIC,,0=NO|1=YES,2,phv00175344.v1,phs000209.v13
beta5c,MESA_AirNRExam5Main,BETA-BLOCKERS WITHOUT DIURETICS,NUMERIC,,0=NO|1=YES,2,phv00175345.v1,phs000209.v13
betad5c,MESA_AirNRExam5Main,BETA-BLOCKERS WITH DIURETICS,NUMERIC,,0=NO|1=YES,2,phv00175346.v1,phs000209.v13
bgnd5c,MESA_AirNRExam5Main,BIGUANIDES,NUMERIC,,0=NO|1=YES,2,phv00175347.v1,phs000209.v13
bldeasy5,MESA_AirNRExam5Main,BLEED OR BRUISE EASILY,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW/UNKNOWN,3,phv00175452.v1,phs000209.v13
bldgums5,MESA_AirNRExam5Main,"BLEEDING GUMS, PAST TWO WEEKS",NUMERIC,,0=NO|1=YES|9=DO NOT KNOW / UNKNOWN,3,phv00175287.v1,phs000209.v13
bldrawn5,MESA_AirNRExam5Main,BLOOD DRAWN,NUMERIC,,1=YES- FULL SAMPLE|2=YES- PARTIAL SAMPLE|3=NO- REFUSED|4=NO- HARD TO STICK|5=NO - OTHER,5,phv00175457.v1,phs000209.v13
bldrtxt5,MESA_AirNRExam5Main,NO BLOOD DRAWN: REASON,STRING,,,,phv00175458.v1,phs000209.v13
blue5,MESA_AirNRExam5Main,Q6) I AM GOING TO SAY 3 WORDS FOR YOU TO REMEMBER: BLUE,NUMERIC,,0=ERROR / REFUSED|1=CORRECT|9=NOT ATT / DISABLED,3,phv00174660.v1,phs000209.v13
bluesq5,MESA_AirNRExam5Main,Q17B) REPEAT EXACTLY WHAT I SAY: 'BLUE SQUARE',NUMERIC,,0=ERROR / REFUSED|1=CORRECT|9=NOT ATT / DISABLED,3,phv00174702.v1,phs000209.v13
bmi5c,MESA_AirNRExam5Main,BODY MASS INDEX (kg/m^2),NUMERIC,kg/m^2,,,phv00174644.v1,phs000209.v13
bmicat5c,MESA_AirNRExam5Main,"BODY MASS INDEX, WHO CATEGORIES",NUMERIC,,1=NORMAL|2=GRADE 1 OVERWEIGHT|3=GRADE 2 OVERWEIGHT|4=GRADE 3 OVERWEIGHT,4,phv00174645.v1,phs000209.v13
borncty5,MESA_AirNRExam5Main,Q1) WHERE WERE YOU BORN? CITY/TOWN,NUMERIC,,0=ERROR / REFUSED|1=CORRECT|9=NOT ATT / DISABLED,3,phv00174649.v1,phs000209.v13
bornday5,MESA_AirNRExam5Main,Q2) WHEN WERE YOU BORN? DAY,NUMERIC,,0=ERROR / REFUSED|1=CORRECT|9=NOT ATT / DISABLED,3,phv00174653.v1,phs000209.v13
bornm5,MESA_AirNRExam5Main,Q2) WHEN WERE YOU BORN? MONTH,NUMERIC,,0=ERROR / REFUSED|1=CORRECT|9=NOT ATT / DISABLED,3,phv00174652.v1,phs000209.v13
bornst5,MESA_AirNRExam5Main,Q1) WHERE WERE YOU BORN? STATE/COUNTRY,NUMERIC,,0=ERROR / REFUSED|1=CORRECT|9=NOT ATT / DISABLED,3,phv00174650.v1,phs000209.v13
bornyr5,MESA_AirNRExam5Main,Q2) WHEN WERE YOU BORN? YEAR,NUMERIC,,0=MISSED BY >3 YEARS|1=MISSED BY 1-3 YEARS|2=CORRECT|9=NOT ATT/DISABLED,4,phv00174651.v1,phs000209.v13
bother5,MESA_AirNRExam5Main,BOTHERED BY THINGS THAT DON'T USUALLY BOTHER ME,NUMERIC,,1=RARELY OR NONE OF THE TIME|2=SOME OR LITTLE OF THE TIME|3=MODERATE AMOUNT OF TIME|4=MOST OF THE TIME,4,phv00175208.v1,phs000209.v13
bptm5,MESA_AirNRExam5Main,"TIME OF DAY, SEATED BP",STRING,,,,phv00175590.v1,phs000209.v13
bronch5,MESA_AirNRExam5Main,"BRONCHITIS, PAST TWO WEEKS",NUMERIC,,0=NO|1=YES|9=DO NOT KNOW / UNKNOWN,3,phv00175284.v1,phs000209.v13
bsa5c,MESA_AirNRExam5Main,BODY SURFACE AREA,NUMERIC,,,,phv00174646.v1,phs000209.v13
cacdlp5,MESA_AirNRExam5Main,CARDIAC CT DOSE LENGTH PRODUCT (DLP),NUMERIC,,,,phv00174786.v1,phs000209.v13
cacgt05c,MESA_AirNRExam5Main,PRESENCE OF CALCIUM INDICATOR - E5,NUMERIC,,0=NO|1=YES,2,phv00174607.v1,phs000209.v13
caremn5c,MESA_AirNRExam5Main,TOTAL CARE OTHERS (MIN/WK),NUMERIC,Min/Wk,,,phv00175520.v1,phs000209.v13
caremt5c,MESA_AirNRExam5Main,TOTAL CARE OTHERS MET (MIN/WK),NUMERIC,Min/Wk,,,phv00175521.v1,phs000209.v13
casisum5c,MESA_AirNRExam5Main,TOTAL COGNITIVE ASSESSMENT SCORE,NUMERIC,,,,phv00174739.v2,phs000209.v13
ccb5c,MESA_AirNRExam5Main,ANY CALCIUM-CHANNEL BLOCKER = CCIR OR CCBSR OR CCBT,NUMERIC,,0=NO|1=YES,2,phv00175348.v1,phs000209.v13
ccbir5c,MESA_AirNRExam5Main,IMMEDIATE-RELEASE CCBS = NIFIR OR DIHIR OR VERIR OR DLTIR,NUMERIC,,0=NO|1=YES,2,phv00175349.v1,phs000209.v13
ccbsr5c,MESA_AirNRExam5Main,SLOW-RELEASE CCBS = NIFSR OR DIHSR OR VERSR OR DLTSR OR AMLOD,NUMERIC,,0=NO|1=YES,2,phv00175350.v1,phs000209.v13
ccbt5c,MESA_AirNRExam5Main,T-TYPE CALCIUM-CHANNEL BLOCKER,NUMERIC,,0=NO|1=YES,2,phv00175351.v1,phs000209.v13
cctsctm5,MESA_AirNRExam5Main,CARDIAC CT SCAN TIME (HR:MIN:SEC),DATETIME,,,,phv00174741.v1,phs000209.v13
cepgfr5c,MESA_AirNRExam5Main,EXAM 5 eGFR USING CKD-EPI EQUATION (mL/min/1.73 m2) (GFR),NUMERIC,mL/min/1.73 m2,,,phv00174604.v2,phs000209.v13
cesd5c,MESA_AirNRExam5Main,"CES-D CENTER FOR EPIDEMIOLOGICAL STUDIES, DEPRESSION SCALE",NUMERIC,,,,phv00175236.v1,phs000209.v13
cgr15,MESA_AirNRExam5Main,"AS ADULT, LIVED WITH REGULAR CIGARETTE SMOKER (EXCLUDING SELF) WHO SMOKED IN HOME",NUMERIC,,,,phv00175440.v1,phs000209.v13
cgr25,MESA_AirNRExam5Main,TOTAL YEARS LIVED WITH CIGARETTE SMOKER,NUMERIC,,,,phv00175441.v1,phs000209.v13
charity5,MESA_AirNRExam5Main,Q6) I AM GOING TO SAY 3 WORDS FOR YOU TO REMEMBER: CHARITY,NUMERIC,,0=ERROR / REFUSED|1=CORRECT|9=NOT ATT / DISABLED,3,phv00174661.v1,phs000209.v13
chin5,MESA_AirNRExam5Main,Q23B) WHAT DO WE CALL THIS PART OF THE FACE/BODY: CHIN,NUMERIC,,0=ERROR / REFUSED|.3=CORRECT|9=NOT ATT / DISABLED,3,phv00174720.v1,phs000209.v13
chlcat5c,MESA_AirNRExam5Main,"TOTAL CHOLESTEROL, NCEP CATEGORIES",NUMERIC,,"1=DESIRABLE, <200|2=BORDERLINE HIGH, 200 - 239|3=HIGH, 240+",3,phv00175253.v1,phs000209.v13
chol5,MESA_AirNRExam5Main,TOTAL CHOLESTEROL (mg/dl),NUMERIC,mg/dl,,,phv00175242.v1,phs000209.v13
cholcmt5,MESA_AirNRExam5Main,TOTAL CHOLESTEROL LAB COMMENTS,STRING,,,,phv00175249.v1,phs000209.v13
cig5c,MESA_AirNRExam5Main,"CIGARETTE SMOKING STATUS, EXAM 5",NUMERIC,,0=NEVER|1=FORMER|2=CURRENT,3,phv00175450.v1,phs000209.v13
cigsday5,MESA_AirNRExam5Main,AVERAGE CIGARETTES SMOKED PER DAY,NUMERIC,,,,phv00175433.v1,phs000209.v13
cimtlft5,MESA_AirNRExam5Main,FORM: RESULTS OF LT CAROTID IMT SCAN,NUMERIC,,0=NOT DONE|1=DONE|2=INCOMPLETE,3,phv00175790.v1,phs000209.v13
cimtlftrea5,MESA_AirNRExam5Main,FORM: LT CAROTID IMT SCAN NOT DONE: REASON,NUMERIC,,1=EQUIPMENT MALFUNCTION|2=TIME/STAFF/ROOM CONSTRAINTS|3=EXAMINEE REFUSED/UNCOOPERATIVE|4=EXAMINEE PHYSICALLY UNABLE|5=OTHER,5,phv00175791.v1,phs000209.v13
cimtlfttxt5,MESA_AirNRExam5Main,FORM: LT CAROTID IMT SCAN NOT DONE: OTHER (TEXT),STRING,,,,phv00175792.v1,phs000209.v13
cimtrt5,MESA_AirNRExam5Main,FORM: RESULTS OF RT CAROTID IMT SCAN,NUMERIC,,0=NOT DONE|1=DONE|2=INCOMPLETE,3,phv00175785.v1,phs000209.v13
cimtrtrea5,MESA_AirNRExam5Main,FORM: RT CAROTID IMT SCAN NOT DONE: REASON,NUMERIC,,1=EQUIPMENT MALFUNCTION|2=TIME/STAFF/ROOM CONSTRAINTS|3=EXAMINEE REFUSED/UNCOOPERATIVE|4=EXAMINEE PHYSICALLY UNABLE|5=OTHER,5,phv00175786.v1,phs000209.v13
cimtrttxt5,MESA_AirNRExam5Main,FORM: RT CAROTID IMT SCAN NOT DONE: OTHER (TEXT),STRING,,,,phv00175787.v1,phs000209.v13
cit1f5,MESA_AirNRExam5Main,CITRATE (4.5 mL): FILLED,NUMERIC,,0=NO|1=YES|9=PARTIAL,3,phv00175472.v1,phs000209.v13
cit1v5,MESA_AirNRExam5Main,CITRATE (4.5 mL): OTHER VOLUME,STRING,,,,phv00175473.v1,phs000209.v13
city5,MESA_AirNRExam5Main,Q13B) WHAT CITY/TOWN/VILLAGE ARE WE IN ?,NUMERIC,,0=ERROR / REFUSED|2=CORRECT|9=NOT ATT / DISABLED,3,phv00174685.v1,phs000209.v13
claud5t,MESA_AirNRExam5Main,INTERMITTENT CLAUDICATION BY 1998 WORLD HEALTH ORGANIZATION CRITERIA - E5,NUMERIC,,0=NO|1=YES,2,phv00174606.v1,phs000209.v13
cmptm5,MESA_AirNRExam5Main,TIME COMPLETED,STRING,,,,phv00174856.v1,phs000209.v13
cmtmodp5,MESA_AirNRExam5Main,"COMMENTS, ANTHRO PROTOCOL MODIFICATION?",NUMERIC,,0=NO|1=YES,2,phv00174647.v1,phs000209.v13
cncind5c,MESA_AirNRExam5Main,INDICATOR THAT 1 (OR MORE) ASSAY CONCENTRATIONS SET TO 7.07ng/ml,NUMERIC,,0=NO|1=YES,2,phv00218155.v1,phs000209.v13
coagdis5,MESA_AirNRExam5Main,BLOOD CLOTTING OR COAGULATION DISORDER,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW/UNKNOWN,3,phv00175453.v1,phs000209.v13
coin5,MESA_AirNRExam5Main,Q24B) WHAT IS THIS: COIN,NUMERIC,,0=ERROR / REFUSED|0.3=CORRECT|9=NOT ATT / DISABLED,3,phv00174725.v1,phs000209.v13
coldflu5,MESA_AirNRExam5Main,"COLD OR FLU, PAST TWO WEEKS",NUMERIC,,0=NO|1=YES|9=DO NOT KNOW / UNKNOWN,3,phv00175281.v1,phs000209.v13
comb5,MESA_AirNRExam5Main,Q24E) WHAT IS THIS: COMB,NUMERIC,,0=ERROR / REFUSED|0.3=CORRECT|9=NOT ATT / DISABLED,3,phv00174728.v1,phs000209.v13
concntr5,MESA_AirNRExam5Main,TROUBLE KEEPING MIND ON WHAT I WAS DOING,NUMERIC,,1=RARELY OR NONE OF THE TIME|2=SOME OR LITTLE OF THE TIME|3=MODERATE AMOUNT OF TIME|4=MOST OF THE TIME,4,phv00175211.v1,phs000209.v13
condmn5c,MESA_AirNRExam5Main,TOTAL CONDITIONING (MIN/WK),NUMERIC,Min/Wk,,,phv00175546.v1,phs000209.v13
condmt5c,MESA_AirNRExam5Main,TOTAL CONDITIONING MET (MIN/WK),NUMERIC,Min/Wk,,,phv00175547.v1,phs000209.v13
confid5,MESA_AirNRExam5Main,DURING PAST MONTH: HOW OFTEN HAVE YOU FELT CONFIDENT ABOUT YOUR ABILITY TO HANDLE YOUR PERSONAL PROBLEMS,NUMERIC,,1=NEVER|2=ALMOST NEVER|3=SOMETIMES|4=FAIRLY OFTEN|5=VERY OFTEN,5,phv00175233.v1,phs000209.v13
coronct5,MESA_AirNRExam5Main,CORONARY BYPASS AT ANY TIME IN THE PAST?,NUMERIC,,0=NO|1=YES|2=DO NOT KNOW,3,phv00174750.v1,phs000209.v13
cotcncac5c,MESA_AirNRExam5Main,CALCULATED MEAN URINARY COTININE CONCENTRATION (ng/ml),NUMERIC,ng/ml,,,phv00218154.v1,phs000209.v13
cough5,MESA_AirNRExam5Main,COUGH ON MOST DAYS (3 OR MORE YEARS),NUMERIC,,1=YES|2=NO,2,phv00175273.v1,phs000209.v13
coughy5,MESA_AirNRExam5Main,YEARS WITH COUGH,NUMERIC,,,,phv00175274.v1,phs000209.v13
cox25c,MESA_AirNRExam5Main,COX-2 INHIBITORS (NSAID AGENTS); SEPARATE FROM NSAID VARIABLE,NUMERIC,,0=NO|1=YES,2,phv00175352.v1,phs000209.v13
cpt1fep5,MESA_AirNRExam5Main,CPT 1 (8 mL): FILLED,NUMERIC,,0=NO|1=YES|9=PARTIAL,3,phv00175484.v1,phs000209.v13
cpt1vep5,MESA_AirNRExam5Main,CPT 1 (8 mL): OTHER VOLUME,STRING,,,,phv00175485.v1,phs000209.v13
cpt2fep5,MESA_AirNRExam5Main,CPT 2 (8 mL): FILLED,NUMERIC,,0=NO|1=YES|9=PARTIAL,3,phv00175486.v1,phs000209.v13
cpt2vep5,MESA_AirNRExam5Main,CPT 2 (8 mL): OTHER VOLUME,STRING,,,,phv00175487.v1,phs000209.v13
cpt3fep5,MESA_AirNRExam5Main,CPT 3 (8 mL): FILLED,NUMERIC,,0=NO|1=YES|9=PARTIAL,3,phv00175488.v1,phs000209.v13
cpt3vep5,MESA_AirNRExam5Main,CPT 3 (8 mL): OTHER VOLUME,STRING,,,,phv00175489.v1,phs000209.v13
cpt4fep5,MESA_AirNRExam5Main,CPT 4 (8 mL): FILLED,NUMERIC,,0=NO|1=YES|9=PARTIAL,3,phv00175490.v1,phs000209.v13
cpt4vep5,MESA_AirNRExam5Main,CPT 4 (8 mL): OTHER VOLUME,STRING,,,,phv00175491.v1,phs000209.v13
creatin5,MESA_AirNRExam5Main,SERUM CREATININE (mg/dl),NUMERIC,mg/dl,,,phv00175241.v1,phs000209.v13
crecmt5,MESA_AirNRExam5Main,SERUM CREATININE LAB COMMENTS,STRING,,,,phv00175248.v1,phs000209.v13
cryspel5,MESA_AirNRExam5Main,HAD CRYING SPELLS,NUMERIC,,1=RARELY OR NONE OF THE TIME|2=SOME OR LITTLE OF THE TIME|3=MODERATE AMOUNT OF TIME|4=MOST OF THE TIME,4,phv00175223.v1,phs000209.v13
ctbmi5,MESA_AirNRExam5Main,BMI AT CT,NUMERIC,,,,phv00174746.v1,phs000209.v13
ctincmp5,MESA_AirNRExam5Main,CARDIAC CT NOT DONE: REASON NOT DONE,NUMERIC,,1=EQUIPMENT MALFUNCTION|2=PPT PHYSICALLY UNABLE TO CONTINUE|3=OTHER (SPECIFY)|4=REFUSED,4,phv00174743.v1,phs000209.v13
ctndact5,MESA_AirNRExam5Main,COMMENTS INDICATE NEED FOR FIELD CENTER ACTION,NUMERIC,,0=NO|1=YES,2,phv00174751.v1,phs000209.v13
ctrslt5,MESA_AirNRExam5Main,RESULTS OF CARDIAC CT,NUMERIC,,0=NOT DONE|1=COMPLETE|2=INCOMPLETE,3,phv00174742.v1,phs000209.v13
ctsmod5,MESA_AirNRExam5Main,Exam 5 CT SCANNER MODEL,NUMERIC,,1=AQUILION|2=AQUILION 64|3=IMATRON C-150|4=INNER EBT|5=LIGHT SPEED 16|6=LIGHT SPEED PLUS|7=LIGHT SPEED PRO 16|8=LIGHT SPEED QX/I|9=SENSATION 16|10=SENSATION CARDIAC 64|11=VOLUME ZOOM|12=LIGHTSPEED VCT 64|13=DISCOVERY CT750 HD|14=DISCOVERY STE,14,phv00174815.v1,phs000209.v13
ctwtlb5,MESA_AirNRExam5Main,WEIGHT AT CT,NUMERIC,lbs,,,phv00174745.v1,phs000209.v13
cuffsz5,MESA_AirNRExam5Main,SEATED BP CUFF SIZE: UPPER ARM,NUMERIC,,"1=SMALL ADULT (17-25cm)|2=ADULT (25.1-33cm)|3=LARGE ADULT (33.1-40cm)|4=THIGH (40.1-50cm)|5=FOREARM, ADULT (25.1-33cm)|6=FOREARM, LARGE ADULT (33.1-40cm)",6,phv00175586.v1,phs000209.v13
curalc5,MESA_AirNRExam5Main,PRESENTLY DRINK ALCOHOL,NUMERIC,,0=NO|1=YES,2,phv00175423.v1,phs000209.v13
curjob5,MESA_AirNRExam5Main,CURRENT OCCUPATION,NUMERIC,,1=HOMEMAKER|2=EMPLOYED FULL TIME|3=EMPLOYED PART TIME|4=EMPLOYED ON-LEAVE (HEALTH)|5=EMPLOYED ON-LEAVE (NON-HEALTH)|6=UNEMPLOYED < 6 MONTHS|7=UNEMPLOYED > 6 MONTHS|8=RETIRED NOT WORKING|9=RETIRED WORKING|10=RETIRED VOLUNTEERING,10,phv00175414.v1,phs000209.v13
cursmk5,MESA_AirNRExam5Main,SMOKED CIGARETTES: LAST 30 DAYS,NUMERIC,,0=NO|1=YES,2,phv00175432.v1,phs000209.v13
cv5,MESA_AirNRExam5Main,CORNELL VOLTAGE,NUMERIC,,,,phv00218149.v1,phs000209.v13
cv5c,MESA_AirNRExam5Main,URINARY COTININE COEFFICIENT OF VARIATION FOR PAIRED ASSAYS,NUMERIC,,,,phv00218156.v1,phs000209.v13
d1bp5,MESA_AirNRExam5Main,SEATED BP: DIASTOLIC 1ST READING (mmHg),NUMERIC,mmHg,,,phv00175588.v1,phs000209.v13
d2bp5,MESA_AirNRExam5Main,SEATED BP: DIASTOLIC 2ND READING (mmHg),NUMERIC,mmHg,,,phv00175592.v1,phs000209.v13
d3bp5,MESA_AirNRExam5Main,SEATED BP: DIASTOLIC 3RD READING (mmHg),NUMERIC,mmHg,,,phv00175595.v1,phs000209.v13
dbhxtyp5,MESA_AirNRExam5Main,DIABETES: TYPE OF MEDICATION,NUMERIC,,1=PILLS|2=INSULIN|3=INSULIN AND PILLS|4=OTHER INJECTIONS,4,phv00175293.v1,phs000209.v13
dbp5c,MESA_AirNRExam5Main,SEATED DIASTOLIC BLOOD PRESSURE (mmHg),NUMERIC,mmHg,,,phv00175602.v1,phs000209.v13
depress5,MESA_AirNRExam5Main,FELT DEPRESSED,NUMERIC,,1=RARELY OR NONE OF THE TIME|2=SOME OR LITTLE OF THE TIME|3=MODERATE AMOUNT OF TIME|4=MOST OF THE TIME,4,phv00175212.v1,phs000209.v13
devlpyr5,MESA_AirNRExam5Main,FIRST ASTHMA SYMPTOMS: AGE,NUMERIC,,,,phv00175296.v1,phs000209.v13
dgtbck5c,MESA_AirNRExam5Main,TOTAL BACKWARD DIGIT SPAN SCORE,NUMERIC,,,,phv00174848.v1,phs000209.v13
dgtfor5c,MESA_AirNRExam5Main,TOTAL FORWARD DIGIT SPAN SCORE,NUMERIC,,,,phv00174847.v1,phs000209.v13
diab5,MESA_AirNRExam5Main,DIABETES: DEVELOPED SINCE LAST MESA VISIT,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW / UNKNOWN,3,phv00175291.v1,phs000209.v13
diabhx5,MESA_AirNRExam5Main,DIABETES: TAKING MEDICATION,NUMERIC,,1=YES|2=NO|9=UNSURE,3,phv00175292.v1,phs000209.v13
diabins5,MESA_AirNRExam5Main,INSULIN OR HYPOGLYCEMICS FOR DIABETES,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW/UNKNOWN,3,phv00175455.v1,phs000209.v13
diagage5,MESA_AirNRExam5Main,DOCTOR DIAGNOSIS OF ASTHMA: AGE UNKNOWN,NUMERIC,,1=AS A CHILD (AGE UNKNOWN)|9=DO NOT KNOW,2,phv00175299.v1,phs000209.v13
diagyr5,MESA_AirNRExam5Main,DOCTOR DIAGNOSIS OF ASTHMA: AGE,NUMERIC,,,,phv00175298.v1,phs000209.v13
dig5c,MESA_AirNRExam5Main,DIGITALIS PREPARATIONS,NUMERIC,,0=NO|1=YES,2,phv00175353.v1,phs000209.v13
dihir5c,MESA_AirNRExam5Main,IMMEDIATE-RELEASE DIHYROPYRIDINES OTHER THAN NIFEDIPINE,NUMERIC,,0=NO|1=YES,2,phv00175354.v1,phs000209.v13
dihsr5c,MESA_AirNRExam5Main,SLOW-RELEASE DIHYDROPYRIDINES OTHER THAN NIFEDIPINE OR AMLOPIDINE,NUMERIC,,0=NO|1=YES,2,phv00175355.v1,phs000209.v13
dislikd5,MESA_AirNRExam5Main,FELT THAT PEOPLE DISLIKE ME,NUMERIC,,1=RARELY OR NONE OF THE TIME|2=SOME OR LITTLE OF THE TIME|3=MODERATE AMOUNT OF TIME|4=MOST OF THE TIME,4,phv00175225.v1,phs000209.v13
distann5,MESA_AirNRExam5Main,DISTENS: ANNOTATIONS,STRING,,,,phv00175751.v1,phs000209.v13
